date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:59	59348/59348	U-----	200	untouched ('OK')	text/css	etag:%22e7d4-658d890c-75bc5d158223b9fc;gz%22	https://pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css	(from https://pixydrops.com/laboix-html/index.html)
15:57:59	34763/34763	U-----	200	untouched ('OK')	text/css	etag:%2287cb-658d890c-b8f53dea5cb1a470;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-ui/jquery-ui.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-ui/jquery-ui.css	(from https://pixydrops.com/laboix-html/index.html)
15:57:59	335/335	U-----	200	untouched ('OK')	text/css	etag:%2214f-658d890c-7c77143a9a73f288;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jarallax/jarallax.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jarallax/jarallax.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:00	7302/7302	U-----	200	untouched ('OK')	text/css	etag:%221c86-658d890c-c2449b8c9ac556c2;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:00	4040/4040	U-----	200	untouched ('OK')	text/css	etag:%22fc8-658d890c-f6d9599b75711d79;gz%22	https://pixydrops.com/laboix-html/assets/vendors/nouislider/nouislider.min.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/nouislider/nouislider.min.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:00	1421/1421	U-----	200	untouched ('OK')	text/css	etag:%2258d-658d890c-115bbf7cdbcf2f90;gz%22	https://pixydrops.com/laboix-html/assets/vendors/nouislider/nouislider.pips.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/nouislider/nouislider.pips.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:00	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-6dc9ac725fd4121d;gz%22	https://pixydrops.com/laboix-html/inedx.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/inedx.77.delayed	(from https://pixydrops.com/laboix-html/index.html)
15:58:00	3071/3071	U-----	200	untouched ('OK')	text/css	etag:%22bff-660aa606-acafc12df149e71a;gz%22	https://pixydrops.com/laboix-html/assets/vendors/laboix-icons/style.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/laboix-icons/style.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:00	3356/3356	U-----	200	untouched ('OK')	text/css	etag:%22d1c-658d890c-eda0a85cdd51edb;gz%22	https://pixydrops.com/laboix-html/assets/vendors/owl-carousel/css/owl.carousel.min.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/owl-carousel/css/owl.carousel.min.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:01	1018/1018	U-----	200	untouched ('OK')	text/css	etag:%223fa-658d890c-b6c91e5f5d331050;gz%22	https://pixydrops.com/laboix-html/assets/vendors/owl-carousel/css/owl.theme.default.min.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/owl-carousel/css/owl.theme.default.min.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:01	331280/331280	U-----	200	untouched ('OK')	text/css	etag:%2250e10-661584d2-802b51c6ca07e4ea;gz%22	https://pixydrops.com/laboix-html/assets/css/laboix.css	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/css/laboix.css	(from https://pixydrops.com/laboix-html/index.html)
15:58:01	2436/2436	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:57:10%20GMT	https://pixydrops.com/laboix-html/assets/images/loader.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/loader.png	(from https://pixydrops.com/laboix-html/index.html)
15:58:01	57752/57752	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e198-658d890c-607f2c6b163d9138;gz%22	https://pixydrops.com/laboix-html/assets/vendors/bootstrap-select/bootstrap-select.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/bootstrap-select/bootstrap-select.min.js	(from https://pixydrops.com/laboix-html/index.html)
15:58:01	24445/24445	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:57:11%20GMT	https://pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-1.jpg	(from https://pixydrops.com/laboix-html/index.html)
15:58:02	473966/473966	---M-Z	200	added ('OK')	application/x-javascript	etag:%2273b6e-658d890c-750645a2df392d88;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-ui/jquery-ui.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-ui/jquery-ui.js	(from https://pixydrops.com/laboix-html/index.html)
15:58:02	6280/6280	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:57:10%20GMT	https://pixydrops.com/laboix-html/assets/images/logo-dark.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/logo-dark.png	(from https://pixydrops.com/laboix-html/index.html)
15:58:02	19821/19821	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:57:12%20GMT	https://pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-2.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-2.jpg	(from https://pixydrops.com/laboix-html/index.html)
15:58:03	25173/25173	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:57:12%20GMT	https://pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-3.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-3.jpg	(from https://pixydrops.com/laboix-html/index.html)
15:58:03	100899/100899	U-----	200	untouched ('OK')	text/html	etag:%2218a23-661584d2-9b94f81f982d376e;gz%22	https://pixydrops.com/laboix-html/index-2.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/index-2.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:03	103142/103142	U-----	200	untouched ('OK')	text/html	etag:%22192e6-661584d2-4560275f55dd96c0;gz%22	https://pixydrops.com/laboix-html/index-one-page.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/index-one-page.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:03	91134/91134	U-----	200	untouched ('OK')	text/html	etag:%22163fe-661584d2-76d1ab4fa52c87e;gz%22	https://pixydrops.com/laboix-html/index-2-one-page.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/index-2-one-page.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:03	95821/95821	U-----	200	untouched ('OK')	text/html	etag:%221764d-661584d2-1b9bed0b76237ab9;gz%22	https://pixydrops.com/laboix-html/index-3-one-page.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/index-3-one-page.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:04	116354/116354	U-----	200	untouched ('OK')	text/html	etag:%221c682-661584d2-befa72258f429a4c;gz%22	https://pixydrops.com/laboix-html/index-3.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/index-3.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:04	108789/108789	U-----	200	untouched ('OK')	text/html	etag:%221a8f5-661584d2-f7a2ac9325d042fd;gz%22	https://pixydrops.com/laboix-html/index-dark.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/index-dark.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:04	24213/24213	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:57:13%20GMT	https://pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-4.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/home-showcase/home-showcase-4.jpg	(from https://pixydrops.com/laboix-html/index.html)
15:58:04	70768/70768	U-----	200	untouched ('OK')	text/html	etag:%2211470-661584d2-c00fd3ee18ab680;gz%22	https://pixydrops.com/laboix-html/about.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/about.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:04	925/925	---M-Z	200	added ('OK')	application/x-javascript	etag:%2239d-658d890c-f3f8d29f9514774a;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-lettering/jquery.lettering.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-lettering/jquery.lettering.min.js	(from https://pixydrops.com/laboix-html/index.html)
15:58:04	51895/51895	U-----	200	untouched ('OK')	text/html	etag:%22cab7-661584d2-97d0fa81397c10c3;gz%22	https://pixydrops.com/laboix-html/services.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/services.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:05	24008/24008	---M-Z	200	added ('OK')	application/x-javascript	etag:%225dc8-661584d0-369d0549f45c972f;gz%22	https://pixydrops.com/laboix-html/assets/js/laboix.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/js/laboix.js	(from https://pixydrops.com/laboix-html/index.html)
15:58:51	56228/56228	U-----	200	untouched ('OK')	text/html	etag:%22dba4-661584d2-3257df6375b5bdb1;gz%22	https://pixydrops.com/laboix-html/services-carousel.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/services-carousel.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:52	49462/49462	U-----	200	untouched ('OK')	text/html	etag:%22c136-661584d2-dec367c66578cda;gz%22	https://pixydrops.com/laboix-html/services-2.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/services-2.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:52	54381/54381	U-----	200	untouched ('OK')	text/html	etag:%22d46d-661584d2-60d20de159cf7e5a;gz%22	https://pixydrops.com/laboix-html/services-carousel-2.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/services-carousel-2.html	(from https://pixydrops.com/laboix-html/index.html)
15:58:52	53664/53664	U-----	200	untouched ('OK')	text/html	etag:%22d1a0-661584d2-821522fc91abbdf0;gz%22	https://pixydrops.com/laboix-html/service-d-artificial.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/service-d-artificial.html	(from https://pixydrops.com/laboix-html/index.html)
15:59:40	53650/53650	U-----	200	untouched ('OK')	text/html	etag:%22d192-661584d2-47b6c0320fa5dc73;gz%22	https://pixydrops.com/laboix-html/service-d-genetic-tests.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/service-d-genetic-tests.html	(from https://pixydrops.com/laboix-html/index.html)
15:59:40	53651/53651	U-----	200	untouched ('OK')	text/html	etag:%22d193-661584d2-356cefcbf80f884;gz%22	https://pixydrops.com/laboix-html/service-d-research.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/service-d-research.html	(from https://pixydrops.com/laboix-html/index.html)
15:59:41	53652/53652	U-----	200	untouched ('OK')	text/html	etag:%22d194-661584d2-a279d395c9134913;gz%22	https://pixydrops.com/laboix-html/service-d-pathology.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/service-d-pathology.html	(from https://pixydrops.com/laboix-html/index.html)
15:59:41	53646/53646	U-----	200	untouched ('OK')	text/html	etag:%22d18e-661584d2-8674f10a39d88406;gz%22	https://pixydrops.com/laboix-html/service-d-sampling.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/service-d-sampling.html	(from https://pixydrops.com/laboix-html/index.html)
16:00:29	53668/53668	U-----	200	untouched ('OK')	text/html	etag:%22d1a4-661584d2-7ebc1bc405868f39;gz%22	https://pixydrops.com/laboix-html/service-d-diagnoses.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/service-d-diagnoses.html	(from https://pixydrops.com/laboix-html/index.html)
16:00:29	55930/55930	U-----	200	untouched ('OK')	text/html	etag:%22da7a-661584d2-729fd7ee423607f4;gz%22	https://pixydrops.com/laboix-html/team.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/team.html	(from https://pixydrops.com/laboix-html/index.html)
16:00:29	63926/63926	U-----	200	untouched ('OK')	text/html	etag:%22f9b6-661584d2-fc0e0a022c237eae;gz%22	https://pixydrops.com/laboix-html/team-carousel.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/team-carousel.html	(from https://pixydrops.com/laboix-html/index.html)
16:00:29	49484/49484	U-----	200	untouched ('OK')	text/html	etag:%22c14c-661584d2-d700c61eb280fdda;gz%22	https://pixydrops.com/laboix-html/team-details.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/team-details.html	(from https://pixydrops.com/laboix-html/index.html)
16:01:18	58272/58272	U-----	200	untouched ('OK')	text/html	etag:%22e3a0-661584d2-3a75a1eaca66d6d9;gz%22	https://pixydrops.com/laboix-html/packages.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/packages.html	(from https://pixydrops.com/laboix-html/index.html)
16:01:18	58334/58334	U-----	200	untouched ('OK')	text/html	etag:%22e3de-661584d2-a8c938d81ad6ca5;gz%22	https://pixydrops.com/laboix-html/packages-carousel.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/packages-carousel.html	(from https://pixydrops.com/laboix-html/index.html)
16:01:18	46087/46087	U-----	200	untouched ('OK')	text/html	etag:%22b407-661584d2-ebc54fe8a8edd65a;gz%22	https://pixydrops.com/laboix-html/gallery-grid.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/gallery-grid.html	(from https://pixydrops.com/laboix-html/index.html)
16:01:18	46809/46809	U-----	200	untouched ('OK')	text/html	etag:%22b6d9-661584d2-269500ad7a4c6b83;gz%22	https://pixydrops.com/laboix-html/gallery-filter.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/gallery-filter.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:07	48030/48030	U-----	200	untouched ('OK')	text/html	etag:%22bb9e-661584d2-54dae9f8287b67a1;gz%22	https://pixydrops.com/laboix-html/gallery-carousel.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/gallery-carousel.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:07	47482/47482	U-----	200	untouched ('OK')	text/html	etag:%22b97a-661584d2-f2bd5939b6b5d2dd;gz%22	https://pixydrops.com/laboix-html/faq.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/faq.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:07	44268/44268	U-----	200	untouched ('OK')	text/html	etag:%22acec-661584d2-90c954f13c8aa06b;gz%22	https://pixydrops.com/laboix-html/login.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/login.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:07	41949/41949	U-----	200	untouched ('OK')	text/html	etag:%22a3dd-661584d2-2d280a8b75e560cf;gz%22	https://pixydrops.com/laboix-html/404.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/404.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:56	58568/58568	U-----	200	untouched ('OK')	text/html	etag:%22e4c8-661584d2-57cf0a30a719fcf6;gz%22	https://pixydrops.com/laboix-html/products.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/products.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:56	63316/63316	U-----	200	untouched ('OK')	text/html	etag:%22f754-661584d2-10ac4ecc45bd1fb1;gz%22	https://pixydrops.com/laboix-html/products-left.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/products-left.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:56	63316/63316	U-----	200	untouched ('OK')	text/html	etag:%22f754-661584d2-a9af8dd88196d572;gz%22	https://pixydrops.com/laboix-html/products-right.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/products-right.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:56	74887/74887	U-----	200	untouched ('OK')	text/html	etag:%2212487-661584d2-502950661c34d11d;gz%22	https://pixydrops.com/laboix-html/products-carousel.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/products-carousel.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:57	45376/45376	U-----	200	untouched ('OK')	text/html	etag:%22b140-661584d2-aeb15c97e225b3c1;gz%22	https://pixydrops.com/laboix-html/cart.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/cart.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:57	50276/50276	U-----	200	untouched ('OK')	text/html	etag:%22c464-661584d2-46fcdca74496de61;gz%22	https://pixydrops.com/laboix-html/checkout.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/checkout.html	(from https://pixydrops.com/laboix-html/index.html)
16:02:57	54513/54513	U-----	200	untouched ('OK')	text/html	etag:%22d4f1-661584d2-2ee33ce92375b4c2;gz%22	https://pixydrops.com/laboix-html/blog-grid.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-grid.html	(from https://pixydrops.com/laboix-html/index.html)
16:03:45	70073/70073	U-----	200	untouched ('OK')	text/html	etag:%22111b9-661584d2-e3fd66bc4f56ef79;gz%22	https://pixydrops.com/laboix-html/blog-grid-left.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-grid-left.html	(from https://pixydrops.com/laboix-html/index.html)
16:03:45	47913/47913	U-----	200	untouched ('OK')	text/html	etag:%22bb29-661584d2-e7f5904dde2e3df0;gz%22	https://pixydrops.com/laboix-html/blog-list.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-list.html	(from https://pixydrops.com/laboix-html/index.html)
16:03:45	50940/50940	U-----	200	untouched ('OK')	text/html	etag:%22c6fc-661584d2-f683c1d8cb11aa24;gz%22	https://pixydrops.com/laboix-html/product-details.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/product-details.html	(from https://pixydrops.com/laboix-html/index.html)
16:03:45	70075/70075	U-----	200	untouched ('OK')	text/html	etag:%22111bb-661584d2-6878704f5f4cf600;gz%22	https://pixydrops.com/laboix-html/blog-grid-right.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-grid-right.html	(from https://pixydrops.com/laboix-html/index.html)
16:03:49	56928/56928	U-----	200	untouched ('OK')	text/html	etag:%22de60-661584d2-1494af66fa58e236;gz%22	https://pixydrops.com/laboix-html/blog-list-left.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-list-left.html	(from https://pixydrops.com/laboix-html/index.html)
16:04:34	56928/56928	U-----	200	untouched ('OK')	text/html	etag:%22de60-661584d2-7893b0fd323833ad;gz%22	https://pixydrops.com/laboix-html/blog-list-right.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-list-right.html	(from https://pixydrops.com/laboix-html/index.html)
16:04:38	61759/61759	U-----	200	untouched ('OK')	text/html	etag:%22f13f-661584d2-112dd61fd347df37;gz%22	https://pixydrops.com/laboix-html/blog-carousel.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-carousel.html	(from https://pixydrops.com/laboix-html/index.html)
16:04:38	48880/48880	U-----	200	untouched ('OK')	text/html	etag:%22bef0-661584d2-3dad95f816d99a90;gz%22	https://pixydrops.com/laboix-html/blog-details.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-details.html	(from https://pixydrops.com/laboix-html/index.html)
16:04:39	1564055/1564055	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:57:55%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/slider-1-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/slider-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:39	57890/57890	U-----	200	untouched ('OK')	text/html	etag:%22e222-661584d2-f4c1c940cff2da08;gz%22	https://pixydrops.com/laboix-html/blog-details-left.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-details-left.html	(from https://pixydrops.com/laboix-html/index.html)
16:04:40	57892/57892	U-----	200	untouched ('OK')	text/html	etag:%22e224-661584d2-f2f61d8a38f5a479;gz%22	https://pixydrops.com/laboix-html/blog-details-right.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/blog-details-right.html	(from https://pixydrops.com/laboix-html/index.html)
16:04:40	47823/47823	U-----	200	untouched ('OK')	text/html	etag:%22bacf-661584d2-6298a49a28f36d48;gz%22	https://pixydrops.com/laboix-html/contact.html	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/contact.html	(from https://pixydrops.com/laboix-html/index.html)
16:04:40	5580/5580	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:57:59%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/hero-1-3.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/hero-1-3.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:40	28310/28310	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:42%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/hero-1-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/hero-1-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:41	3581/3581	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:57:56%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/hero-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/hero-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:41	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22119f-68074bd6-6dc9ac725fd4121d;;;%22	https://pixydrops.com/laboix-html/assets/images/shapes/leaf-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/leaf-1-1.png	(from https://pixydrops.com/laboix-html/assets/css/laboix.css)
16:04:41	117137/117137	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:43%20GMT	https://pixydrops.com/laboix-html/assets/images/about/about-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/about/about-2-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:41	74788/74788	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:00%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/slider-1-2.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/slider-1-2.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:41	91455/91455	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:04%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/slider-1-3.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/slider-1-3.jpg	(from https://pixydrops.com/laboix-html/index.html)
